actor_name,no_of_fb_likes,total_profit,total_imdb_score 
Sienna Beckman,26.0,0.0,7.0
Amidou,35.0,0.0,7.7
Don Stark,181.0,0.5892,4.3
Lizzie Brocheré,323.0,0.013167857142857143,5.8
Sarah Gadon,691.3333333333334,0.5159647187590187,6.3500000000000005
Don Brooks,0.0,0.3048518518518519,6.7
Boyd Banks,57.0,0.0011593333333333334,6.050000000000001
Carla Gallo,798.0,4.2832917940414506,6.800000000000001
Ken Arnold,327.0,0.8018350285714285,5.0
Timothy Van Patten,129.0,0.0,6.6
Yayaying Rhatha Phongam,428.0,0.16220104166666666,5.7
Michael Jordan,366.0,0.56527251875,6.9
Amanda Redman,100.0,0.0,7.3
Ginger Rogers,610.0,5.082644164413075,7.75
Tom E. Nicholson,196.0,0.0,3.4
Jerry Ferrara,480.0,1.58827245,7.0
Ringo Starr,725.0,0.45982589285714287,7.949999999999999
Dinah Manoff,118.0,3.6938537777777776,6.5
David Kross,388.0,0.53407740625,7.35
Marc Blucas,973.0,0.5055073687540468,5.637499999999999
Julia Nickson,738.0,3.4185325454545454,6.4
Paul Brooke,51.0,0.036234097435897436,6.4
Luke Ford,110.0,0.0,7.45
Vince Corazza,71.0,1.2947584,5.3
Yvette Nicole Brown,446.5,1.2582385491071428,5.85
Joe Turkel,413.0,0.0,8.4
Ann Morgan Guilbert,547.0,0.0,6.6
Dayna Devon,12.0,6.3946716666666665,5.4
Jim Broadbent,1000.0,1.5722118239434186,6.703333333333334
Tannishtha Chatterjee,40.0,0.0,6.7
Matthew Modine,810.0,0.7294911989795918,5.949999999999999
Gino Salvano,111.0,1.8202093571428573,5.7
Jean-Baptiste Maunier,517.0,0.659956,7.9
Ryan O'Neal,385.0,0.5026609215384615,6.38
Marilyn Burns,177.0,369.4272853517215,7.5
Brenda Fricker,214.0,0.09234811764705882,6.9
Raquel Nave,0.0,0.0,4.3
Johnnie Walker,2.0,30.0,4.8
Bart Shatto,124.0,0.0,6.2
David Adam Flannery,394.0,0.007488,7.5
Alex Meraz,606.0,0.0,5.8
Bob Ross,197.0,0.06693433333333333,5.3
Big Budah,34.0,2.22323,6.0
Polly Walker,530.0,1.0639412707243079,6.75
Maria Conchita Alonso,571.0,0.47064327160493824,4.866666666666666
Kate Capshaw,237.0,3.972722525,7.1
Mike O'Malley,400.0,0.19670093333333333,4.9
Jack Guzman,30.0,1.1703287,7.0
Brandon Landers,8.0,0.0,3.0
Jean Simmons,422.0,1.5261615726885647,7.18
Sarah Douglas,163.0,0.0,5.9
Clotilde Hesme,116.0,0.0,8.3
Beatrice Ntuba,0.0,0.0,7.5
Warren Clarke,281.0,1.111904761904762,6.5
Allison Tolman,562.0,6.7826728,6.8
Eric Sykes,83.0,5.6748144117647055,7.6
Edward Andrews,125.0,0.0,7.9
Jake Weary,159.0,7.3366505,6.9
James Cagney,786.0,0.0,8.0
Zoë Poledouris,3.0,0.049113333333333335,6.1
David Della Rocco,333.0,0.0,7.9
Jessica Barden,157.0,1.3415837333333334,6.8
Kristen Quintrall,166.0,0.0,4.2
Susie Abromeit,216.0,0.0,5.3
Jason Connery,110.0,1.0351328181818182,6.6
Clint Eastwood,16000.0,3.448282286942745,7.3374999999999995
Dylan Walsh,426.0,1.1585428766071428,6.425
Anika Noni Rose,525.0,0.9601605285714285,5.233333333333333
Tadanobu Asano,627.0,0.29845772571770335,6.6
Connor Corum,116.0,7.620271083333333,5.8
Steve Harris,338.0,2.921822925757576,5.7
Laz Alonso,826.0,1.5809615284621725,5.828571428571428
Robert Turano,32.0,0.0,6.7
Warren Oates,288.0,0.001956973684210526,7.4
Bob Costas,69.0,0.0,7.5
Torey Michael Adkins,929.0,0.7769391727272728,7.1
Paul Scofield,94.0,0.0,7.9
Beau Garrett,689.0,1.15031835,5.8
Ben Stein,227.0,0.20250769047619047,2.2
Shelly Varod,145.0,0.0,3.3
Shawn Andrews,67.0,0.018599485714285713,6.0
Vince Vieluf,261.0,0.7015268229166667,6.5
Nathalie Fay,227.0,0.25263085714285716,6.3
Gilles Lellouche,92.0,0.00734648,7.1
Ron Silver,139.0,0.1459975238095238,5.0
Nora Zehetner,446.0,0.3430086708333333,6.550000000000001
Garrett Ryan,202.0,5.5378948,6.5
Aubrey Poo,2.0,0.0,6.0
Brian Herzlinger,23.0,77.47454545454545,6.6
Aaron Staton,702.0,1.0551697,7.5
Joey Lauren Adams,781.0,10.639238644497606,6.5
Dustin Nguyen,220.0,0.5892,4.3
Max Beesley,218.0,0.19424418181818182,2.1
Corbin Allred,214.0,1.6798333333333333,6.8
Pixie Davies,51.0,0.0,4.7
Kevin Connolly,638.0,0.8485421825123153,7.7250000000000005
Len Cariou,167.0,0.0,7.2
Billy Gilbert,47.0,92.4627425,7.7
Wade Williams,300.0,0.7666119666666666,6.7
Ulrich Thomsen,280.0,1.0159770700854702,6.633333333333333
Johnny Flynn,102.0,0.0,7.9
Naseeruddin Shah,307.0,0.9912124285714285,6.85
Louis Koo,82.0,0.0,5.5
Derek Brandon,168.0,0.0,6.2
Jill Talley,27.0,7.4862435,7.9
Tony Danza,694.0,8.158397666666668,6.6
George Newbern,647.0,1.2577005909090908,5.65
Jean Smart,329.0,3.36694517051282,5.6
Chris Cox,31.0,1.0647475,5.1
Parker Sawyers,304.0,2.3930179,7.4
Vincent Chimato,685.0,0.0,3.5
Peter Sallis,100.0,1.8689515666666667,7.5
Kathleen Turner,899.0,1.2952522327838827,5.687500000000001
Lucy Gaskell,55.0,0.0,4.9
Kate Flannery,219.0,0.0,6.9
Ty Olsson,429.0,0.7440337676767677,5.9
Lee Arenberg,457.0,0.18425191428571427,4.6
Firass Dirani,239.0,0.9421657,4.7
Alanna Ubach,584.0,5.597695258333333,5.9750000000000005
Jessica Hecht,209.0,0.0,7.6
Casey Affleck,0.0,0.06750457142857143,6.2
Sven Nordin,14.0,0.02022167741935484,7.6
Milo O'Shea,170.0,0.0,5.9
Marcella Lentz-Pope,81.0,2.422947425,7.7
Charlie Cox,0.0,0.0,8.8
Mike Stanley,385.0,0.0,5.2
Ben Diskin,20.0,0.0,4.4
Lloyd Kaufman,365.0,0.046,6.2
Robin Bartlett,79.0,0.0,6.3
Ian McDiarmid,1000.0,4.6571199438870305,7.2
Jonathan Brandis,761.0,1.0417392857142858,6.4
Yuqi Zhang,33.0,0.0,6.5
Geraldine McEwan,269.0,1.8689515666666667,7.5
Niall Horan,547.0,2.8873374,4.1
Eduardo Verástegui,377.0,1.7829960591500011,6.133333333333333
Russell Tovey,796.0,0.6392984757575758,6.633333333333333
Valeria Golino,898.0,4.61231598888889,7.175000000000001
Lane Smith,633.0,3.3866084920745916,6.6000000000000005
The Edge,67.0,0.0,8.4
Michael Richards,448.0,1.2314314,7.0
Christian Kapper,0.0,0.0,3.4
Jennifer Hall,89.0,0.0,7.1
George DiCenzo,54.0,0.0,6.2
Jennifer Hale,918.0,0.0,5.5
Yousef 'Joe' Sweid,27.0,0.10398133333333333,7.3
Erin Gray,307.0,6.3740272,4.3
DMX,432.0,1.1534684666666666,5.8
Roy Scheider,813.0,6.274353133333332,7.466666666666666
Sam Lerner,62.0,0.3045371,4.8
Alan Hale,114.0,0.0,8.2
Stephen Henderson,64.0,0.4005854967105263,6.9
Henry Simmons,334.0,1.990289090909091,6.25
Lorraine Ziff,21000.0,0.0,3.9
Katharine Isabelle,918.0,0.9748831583333333,5.9
Steven Elder,51.0,0.0,4.9
Chris Owen,526.0,0.00046212,6.6
Rae'Ven Kelly,90.0,0.0,7.2
Michael Pollan,37.0,0.0,7.9
Trond Fausa,57.0,0.0,8.1
Ariane Schluter,3.0,0.0,7.0
Michael Lerner,230.0,0.19594208717948716,5.866666666666667
Jimi Hendrix,227.0,22.166666666666668,8.1
Andrew Fiscella,137000.0,1.6316080475308639,5.633333333333333
Gideon Emery,430.0,0.0,4.8
Peter Capaldi,17000.0,1.5345929411654136,7.1499999999999995
Jennifer Landa,41.0,0.0,8.3
Gabriel Damon,320.0,3.84742768,7.3
Marie-Anne Chazel,11.0,0.0010433714285714285,6.0
Nicholas Simmons,553.0,0.0,4.3
Oliver Platt,1000.0,1.2007184234936779,6.514285714285713
Mackenzie Crook,870.75,0.3034277122474747,6.6499999999999995
Mark Fantasia,814.0,0.0,4.0
Eric Idle,795.0,1.516918853783888,5.655555555555556
Cliff Edwards,40.0,32.42307692307692,7.5
James Badge Dale,726.0,1.2444080215384614,7.166666666666667
Max Adler,445.0,0.002664,4.6
Tom Wilkinson,1000.0,2.9644968981443616,6.937037037037037
Simon Woods,241.0,1.3704522142857143,7.8
W. Earl Brown,422.0,4.6196288,6.3
Olivier Rabourdin,32.0,0.98750725,7.2
Robin Givens,420.0,4.154614,3.4
Glen Powell,571.0,0.0,4.45
Danielle Savre,137.0,0.0,4.9
Ted Cassidy,566.0,17.051483333333334,8.1
Elvis Nolasco,372.0,0.0,4.1
Pauline McLynn,70.0,0.26345455714285715,6.8
Pollyanna McIntosh,289.0,0.0,6.9
Boman Irani,154.0,0.0,5.3
Steven Hill,122.0,2.533333333333333,6.6
Antoni Corone,97.0,0.9528746904761904,6.800000000000001
Chris Elliott,571.0,3.098585570421496,5.199999999999999
Luis E. Carazo,546.0,0.9825396666666667,5.5
Aden Young,238.0,1.0922766153846153,6.4
Miko Hughes,968.5,2.084356192496494,6.333333333333333
Melinda Dillon,252.0,4.553012730710126,7.15
Judd Hirsch,535.0,3.4342020409613374,6.925
José Manuel Orozco Angulo,3.0,0.008675384615384616,7.0
Trevor Morgan,595.0,1.124314410483871,5.45
Eugenie Bondurant,637.0,0.5876729365079365,8.8
Megan Ambuhl Graner,0.0,0.0,7.5
Damian Lewis,0.0,0.0,8.3
Daryl Sabara,640.0,1.2243753942156492,5.58
Lochlyn Munro,555.0,0.5486557666666667,4.866666666666666
Huey Lewis,215.0,0.4043169466666667,6.0
John Cassavetes,917.0,0.0,7.1
Armin Shimerman,428.0,0.0,5.4
Scott Mechlowicz,634.0,0.50554508,6.625
Matt Ryan,560.0,0.0,7.5
Dax Flame,971.0,3.9283645119047614,6.95
Fredro Starr,237.0,3.5014721538461537,5.199999999999999
Amir Talai,308.0,1.2753933333333334,5.5
Johanna Braddy,581.0,10.7428857,5.949999999999999
Sasha Roiz,795.0,0.4997728384615384,6.1
Hana Shuan,26.0,0.16078105263157894,8.3
Gen Seto,4.0,2.6583369,4.8
Jack McGraw,150.0,0.0,6.8
Luenell,332.0,7.1392198888888885,7.3
Susan Hampshire,40.0,0.0,7.6
Gary McDonald,25.0,0.012548333333333333,7.6
James Chalke,412.0,0.0,3.4
Cheryl Tiegs,96.0,0.0365734,5.0
Anne-Marie Duff,231.0,0.21452432634032634,6.833333333333333
Matthew Macfadyen,0.0,0.0,6.6
Charlie Murphy,203.0,1.61536,6.5
Regina Hall,807.0,2.993516178849206,5.457142857142857
Ace Marrero,94.0,0.0,4.1
Joe E. Brown,103.0,8.668972844615944,8.3
Manish Dayal,820.0,2.465247318181818,7.3
Niketa Calame,847.0,9.395195044444444,8.5
Danny Nucci,242.0,1.14793465625,7.1
María Botto,47.0,1.84373725,6.3
Hugh O'Conor,163.0,2.8523904,7.3
Jeff Conaway,844.0,0.8776991428571429,5.4
Demián Bichir,749.0,1.3253170510012922,6.475
Rob Walker,12.0,0.0,7.1
Spencer Wilding,1000.0,0.22474977850877195,5.957142857142857
Diane Baker,167.0,0.0,7.4
John Buffalo Mailer,17.0,0.7496373714285715,6.3
Stephen Merchant,681.0,1.2512510277777777,5.9
Sarah Drew,416.0,2.0859414,5.4
Matthew Borlenghi,92.0,2.771044875,5.1
Tristan Mack Wilds,519.0,2.3549426884236455,6.550000000000001
Jeremy Sande,413.0,0.0,3.4
Michael Dorman,168.0,0.0,6.9
David Ramsey,677.0,0.52720715,6.1
Rick Macy,25.0,0.798341,7.2
Elea Oberon,51.0,0.0,5.2
Chase Masterson,189.0,0.0,5.4
Michael Landes,439.0,1.7867616153846153,6.2
Sprague Grayden,438.0,24.525763466666668,5.75
Ryan Reynolds,16000.0,1.8984769003673345,6.610526315789474
Jennifer Freeman,389.0,5.008312125,3.5
Beau Mirchoff,2000.0,2.015638777777778,5.1
Scott Evans,214.0,0.0,4.9
Nora Arnezeder,378.0,0.0021405,6.1
Estelle Parsons,224.0,0.0,7.4
Billy Boyd,857.0,3.1063931195092653,7.825000000000001
Jessica Wesson,26.0,0.7852610654132394,5.2
Haley Ramm,353.5,0.9135350727272727,6.0
Stephanie Vogt,35.0,2.6583369,4.8
Steven Brill,65.0,20.618083333333335,7.2
Laura Ramsey,960.0,1.3729006875,5.075
Toby Stephens,769.0,0.7373038542723006,6.7
Alice Braga,1000.0,1.14590075539659,7.0
Debi Derryberry,122.0,0.0,6.0
Deneen Tyler,351.0,1.1117743023255815,6.5
Al Gore,68.0,0.0,7.5
Rachel Griffiths,578.0,0.0128718,6.65
Marko Zaror,99.0,0.36343295,5.6
Peter Stickles,51.0,0.992189,6.5
Jeff Seymour,64.0,0.0,6.1
Keenan Tracey,108.0,0.0,3.4
John Forsythe,255.0,0.0,7.6
Powers Boothe,472.0,1.2300061481818183,6.88
Nastassja Kinski,518.0,0.68,6.0
Kevin P. Farley,143.0,0.0,3.2
Courtney Love,353.0,0.8975730303030303,6.9
Alexis Dziena,715.0,1.5710037703703705,6.3
Terumi Matthews,5.0,0.07278,6.3
Jenny Slate,457.0,0.0,6.8
James Eckhouse,131.0,0.0,6.2
Kel O'Neill,15.0,0.0130174,6.2
Winter Ave Zoli,276.0,0.0,5.6
Todd Louiso,88.0,3.8141632307692306,7.6
Erin Bethea,150.0,84.324794,6.6
Jordan Scovel,20.0,0.0,6.3
Josh Wingate,865.0,0.4856104333333333,5.7
Andrea Corr,57.0,0.9089964363636364,6.3
Gaia Weiss,182.0,0.26887541428571426,4.2
Christina Cox,567.0,0.5489284285714285,6.7
Mia Kirshner,971.4,1.1309187715,6.2
Alan Rickman,25000.0,1.6184372645784044,7.063636363636363
Erika Christensen,931.0,2.021358403339275,6.040000000000001
Allen Leech,305.0,6.508675142857143,8.1
Andy Dick,302.0,1.0265414053191488,5.65
Celia Weston,258.0,1.4267561456437858,6.133333333333334
Adelaide Kane,810.0,21.47455,5.7
Stanislav Ianevski,658.0,1.7544812,5.4
Doug E. Doug,953.0,2.58298385,6.15
Ron Lynch,11.0,0.0,8.2
Travis Smith,22.0,0.0,7.3
Joseph Gordon-Levitt,23000.0,1.722903937659055,7.094736842105264
George Wendt,412.0,1.0417392857142858,6.4
Eddie Rouse,61.0,3.0352173896103896,7.15
Don McManus,98.0,0.71164124,7.3
Dominique Sanda,48.0,0.0,8.1
Alan Autry,360.0,0.0,7.4
Joel Fuhrman,2.0,0.0,7.6
Brandon Molale,301.0,0.4339997333333333,6.050000000000001
Mía Maestro,341.0,0.10982093642857144,6.95
Qiu Yuen,59.0,0.85523345,7.8
Christian Alvarez,15.0,0.0,6.9
Anthony Burrell,8.0,2.103415666666667,5.9
Rick Worthy,174.0,0.47115684705882355,5.5
Lynn Whitfield,434.0,2.572086162439613,5.233333333333333
Steven Michael Quezada,412.0,0.0013353883333333332,7.0
Jacob Tremblay,681.0,0.9027050776556778,6.8500000000000005
Christopher Rich,150.0,0.41679234285714284,5.7
Kenny Baker,504.0,19.00196098249806,8.225000000000001
Marian Seldes,403.0,0.6038614268315018,6.449999999999999
Lisa Ann,502.0,0.0,5.3
Laila Haley,1000.0,2.7736779,5.2
Q'orianka Kilcher,679.0,0.049104833333333334,5.1
Caleb Landry Jones,463.0,7.595352259259259,5.266666666666667
Mario Van Peebles,535.0,7.948663135451505,4.175
Kabir Bedi,303.0,1.235880842878788,6.3
Richard Coyle,567.0,0.133545813,6.36
Jack Albertson,177.0,0.0,7.8
Piero Maggiò,12.0,0.0,2.6
James Fleet,398.0,11.711296,7.1
Craig Dougherty,0.0,0.49466666666666664,7.5
Rod Steiger,279.0,2.364834914334554,7.140000000000001
Mario Cimarro,453.0,0.0,4.6
Brendan Sexton III,148.0,2.145993753968254,7.1000000000000005
Bonz Malone,6.0,0.982214,7.2
Sheridan Smith,156.0,1.6710715454545455,6.8
Scott Schwartz,378.0,0.0,8.1
Jason Cope,107.0,1.2464664476190477,7.05
Ben Feldman,1000.0,2.6969153599999998,6.2
Larry Mullen Jr.,44.0,0.0,8.4
Christel Khalil,72.0,0.06310533333333333,6.6
David Mamet,342.0,0.302778,7.1
Mircea Monroe,633.3333333333334,0.2374092628205128,6.233333333333334
Billy Brown,536.0,1.0327415692307693,5.7
Ruby Dee,782.0,1.1744872633903134,6.25
Mia Wasikowska,3000.0,2.1541520138888886,6.866666666666667
Clint Jung,270.0,0.0,4.3
Lamman Rucker,607.0,1.2263271333333334,4.2
Stephanie March,322.0,1.5528008583333333,6.5
Shane Meadows,222.0,0.0,7.7
Hye-kyo Song,290.0,0.17083253886010363,6.5
Enrique Villén,27.0,0.0366005,7.7
Kevork Malikyan,69.0,0.004518571428571428,6.7
Natascha McElhone,2000.0,0.9157439530051346,6.2
Lorelei Linklater,193.0,6.3398,8.0
Eddie Griffin,489.0,1.3773769626041714,5.3999999999999995
Essence Atkins,713.0,4.2739851259999995,4.4399999999999995
Pamela Anderson,780.0,2.291668375,5.5
Jimi Mistry,183.0,0.8236373349282298,6.433333333333334
Nia Peeples,444.0,1.1816566923076923,4.6
Elizabeth Meriwether,25.0,4.908066666666667,7.4
David Hyde Pierce,443.0,0.7413724752976191,6.7
Dorothy Lamour,178.0,6.5,6.35
Steve Bacic,235.0,0.0,4.6
Yasuaki Kurata,19.0,0.0,7.1
Bashar Rahal,603.0,0.11708276666666666,4.833333333333333
Ingvar Eggert Sigurðsson,63.0,0.00059175,7.55
Lela Rochon,316.0,0.2878896,4.8
Kevin Dillon,576.0,6.501539137218044,7.300000000000001
Sean Michael Afable,801.0,1.8869315,7.3
Michael Des Barres,156.0,0.0,4.5
Jeanne Crain,135.0,0.0,7.1
Yaakov Peri,0.0,0.0,7.6
Christo Jivkov,260.0,0.0166421,7.1
Michael Chernus,186.0,0.9736441363636363,7.1
Jon Tenney,289.0,0.40636302424242426,6.6000000000000005
Charlotte Rae,430.0,0.0,7.1
Hans Kesting,3.0,0.15853622222222222,7.8
Buster Keaton,907.0,0.0,7.0
Niecy Nash,182.0,0.7961350133333334,5.1
Emraan Hashmi,724.0,0.03266666666666666,4.8
Pablo Rago,20.0,0.0,6.7
Rhonda Fleming,239.0,0.0,7.6
Honor Blackman,387.0,8.516666666666667,6.65
David Thornton,119.0,1.078758675,4.8
Mike Figueroa,343.0,0.0130174,6.2
Krista Allen,164000.0,0.83082965,5.800000000000001
Jaime Camil,274.0,0.0,6.0
Justine Waddell,201.0,0.40787833333333334,5.1
Ralph Richardson,115.0,0.3333333333333333,6.7
Yuval Diskin,0.0,0.0,7.6
Paul Freeman,193.0,0.2397480305010893,4.7
Anneliese van der Pol,354.0,1.8329054,3.5
Emma Bell,702.5,0.6963653083333333,6.050000000000001
Mike Colter,568.3333333333334,1.1158087333333333,6.8
AJ Michalka,559.6666666666666,1.2976071984615383,6.833333333333333
Bill Farmer,93.0,1.0647475,5.1
Lukas Haas,733.0,2.0760635565417087,7.0
Michelle Tabora,175.0,0.0,4.9
Priscilla Presley,348.0,2.741614876811594,6.6
Melvin Van Peebles,101.0,30.36,5.5
Kenny Johnston,327.0,0.0,6.8
Ronny Cox,605.0,4.433734607958708,6.716666666666666
Will Oldham,26.0,2.5679416666666666,6.9
Bobby Kendall,0.0,0.3048518518518519,6.7
Jade Kindar-Martin,6.0,0.28964291428571426,7.4
Carlo Cecchi,2.0,0.9473382,7.7
Johnny Depp,40000.0,2.31150194595756,6.736585365853661
Ryan Guzman,3000.0,3.302911131313131,5.466666666666666
Eva Marie Saint,649.0,1.2621357983193278,6.0
Al Roker,56.0,1.24870275,7.0
Tim Rose,137.0,0.0,6.7
Larry Poindexter,93.0,11.428571428571429,4.7
Nathalie Baye,67.0,0.0,6.6
Jenna Fischer,966.0,0.5440156092592593,5.866666666666667
Stephen McHattie,413.0,0.26313792875457875,6.500000000000001
Jake Cherry,180.0,2.056477076923077,5.9
JR Bourne,457.0,3.7536227,6.7
Louis Ferreira,295.0,0.7700849672131147,7.2
Janine Turner,369.0,1.2007030142857142,6.4
Benedict Cumberbatch,19000.0,1.6029379628998526,7.1899999999999995
Michelle Simone Miller,118.0,0.0,4.5
Andy Richter,179.0,1.5968433773737374,6.266666666666667
Yeong-ae Lee,126.0,5.039690476190476e-05,7.7
Brooke Bundy,54.0,7.052842857142857,5.7
Meg Crosbie,376.0,2.6658386666666667,6.4
Gerard McSorley,71.0,0.04617405882352941,6.95
Taylor Nichols,74.0,13.058702222222223,7.5
Logan Lerman,8000.0,0.7017716819193076,6.675
Raquel Alessi,263.0,0.7571291666666666,5.1
Erin Wasson,106.0,0.25263085714285716,6.3
Dany Boon,172.0,0.023612032407407404,7.1
Annabella Sciorra,448.0,0.4277861906649616,5.925
Larenz Tate,582.0,2.03401415734127,6.7
Tamala Jones,405.0,1.9013532844551284,5.25
Phil Hartman,516.0,0.38974358974358975,6.5
Taylor Cole,969.0,0.5560425909090909,5.6
Katy Jurado,119.0,0.0,6.8
Debra Winger,568.0,1.3699661017857143,6.4
Kath Soucie,304.0,1.211081,6.35
Brendan Coyle,418.0,1.40385235,7.0
Victor Wong,400.0,1.135990346952868,5.883333333333334
Sharon Leal,467.0,1.7382982,5.7
Alexandra Breckenridge,1000.0,0.84219075,6.050000000000001
David Gant,21.0,0.31759353000335233,7.1
Julia Garner,300.0,0.0,6.9
Rumi Missabu,19.0,0.0,4.3
Roma Maffia,383.0,2.170518344055944,6.266666666666667
Zakes Mokae,60.0,0.31095558655462185,6.25
Heike Makatsch,177.0,0.06180713333333333,7.3
Nichelle Nichols,664.0,3.6010946890704068,6.528571428571429
Kaitlyn Dever,363.0,0.5329278571428572,7.0
Louise Fletcher,425.0,8.678055234848484,6.7
Chris Bauer,638.0,0.5982792598115659,6.583333333333333
Ejner Federspiel,0.0,0.0,8.1
Sigríður María Egilsdóttir,5.0,0.0011835,6.9
Hugh Mun,18.0,0.0,3.6
Randall 'Tex' Cobb,255.0,3.6118629622222223,6.35
Elizabeth Blackmore,150.0,3.1905797647058822,6.5
Aditya Roy Kapoor,417.0,0.0,6.9
Derek Mears,520.0,0.9883138285714285,5.833333333333333
Man Li,10.0,0.14589988888888888,7.0
Gilbert Gottfried,560.0,0.267668775,5.8
Noel Fisher,833.0,1.2586617274179894,5.84
Chris Brown,997.0,4.058637255494506,5.725
Sydney Pollack,521.0,2.6601569211142193,7.0
Dan Novy,19.0,0.0,7.3
Rawiri Paratene,20.0,3.4621326666666667,7.6
Jason Priestley,471.0,0.36575564444444447,5.733333333333333
Sherri Shepherd,278.0,1.9417809428571429,5.9
Eddie Spears,699.0,0.026268,6.1
Jet Li,5000.0,0.8144583691151746,6.576923076923077
Keeley Hawes,228.0,0.00019024,5.4
Mike Beckingham,358.0,0.0,2.2
Barbara Kowalcyk,2.0,0.0,7.9
Richard Anderson,377.0,0.58,7.5
Christian Clemenson,97.0,2.098095333333333,7.6
Cheyenne Jackson,469.0,0.0,6.8
Kim Hunter,114.0,0.0,7.6
Gary Coleman,633.0,0.2917383333333333,6.15
Julia Taylor Ross,44.0,6.277615,5.3
Peter Kwong,52.0,0.444,7.3
Zohra Segal,79.0,0.0,5.8
Tanya Roberts,433.0,0.8383333333333334,5.55
Adam Scott,3000.0,1.2728457230448778,6.392857142857143
Alan Taylor,12.0,0.46412525,2.7
Brenda Vaccaro,183.0,1.0412496666666666,7.2
Michael Moore,909.0,8.350950990669515,6.866666666666666
Julie Benz,3000.0,2.036243814351852,6.133333333333334
Shaun Parkes,78.0,0.6073171060606061,7.25
Rachel Alig,397.0,0.0,5.4
Adam Alexi-Malle,860.0,1.2066416363636363,6.4
James Burnett,236.0,0.26725933333333335,6.4
Franky G,93.0,0.1056102,6.8
Stephen Colbert,459.0,0.5666632228571429,7.3
Martha Higareda,718.0,0.0,6.3
Tyler Hilton,154.0,4.268512571428571,7.9
James Lipton,699.0,0.7603571933333333,6.9
Riley Smith,762.0,0.6341178488095238,5.925000000000001
Tony Amendola,174.0,1.4426318769230768,6.7
G.W. Bailey,421.0,0.23757372331378301,4.35
Thomas Robinson,604.0,0.49167297368421053,6.5
Charis Michelsen,5.0,0.812536,7.0
Marie Avgeropoulos,800.0,0.8218835555555556,5.3
Sebastian Aguilar,0.0,0.0,6.9
Felicity Huffman,508.0,2.69758094,7.050000000000001
Stephen Boss,594.0,1.2375970303030304,6.35
Edie Falco,659.0,0.40970710714285713,6.25
Zach Woods,322.0,0.5467576805555555,5.566666666666666
William Baldwin,436.0,4.908066666666667,7.4
Robert Wagner,481.0,2.435662032109611,6.45
Bernardo Saracino,221.0,1.5625156,7.6
Brigitte Helm,136.0,0.004405833333333334,8.3
Marisa Coughlan,163.0,0.0015636363636363636,5.4
Will Ferrell,8000.0,1.5573366798798522,6.312499999999998
Ellen Burstyn,1000.0,3.1270441454232807,6.869999999999999
Mike Eshaq,38.0,0.0030494444444444445,5.3
Sariann Monaco,163.0,0.0,4.4
Robert Mitchum,1000.0,2.0726337187499997,7.15
M. Emmet Walsh,521.0,0.47602107162698415,6.362499999999999
Ronnie Gene Blevins,221.0,0.09297425,6.9
Louise Beavers,28.0,0.0,6.5
Jason Hawes,84.0,0.0,6.6
William Morgan Sheppard,702.0,0.42380246666666666,6.7
Gano Grills,147.0,0.0,7.5
Bjørn Sundquist,35.0,0.026068125,6.550000000000001
CindyMarie Small,4.0,0.024786875,7.0
Fabrice Luchini,80.0,0.0396423125,7.3
Kayla Raparelli,10.0,0.0,3.4
Sarah Solemani,99.0,0.5517218,7.1
Jo Prestia,9.0,0.0,7.4
Rowan Isaacson,2.0,0.9749,7.4
Kate Walsh,850.0,1.454715769230769,6.6
Ariane Labed,63.0,2.704835666666667,7.9
Nehemiah Persoff,105.0,8.668972844615944,8.3
Dania Ramirez,1000.0,1.5513310383241756,5.875
Lucy,44.0,2.5679416666666666,6.9
Keith Hudson,23.0,0.7779067708333334,7.0
Meghan Ory,889.0,0.0,4.6
Bono,468.0,0.7141995238095238,7.1
Robin McLeavy,399.0,0.0,6.7
Dan Byrd,1000.0,4.218970644444444,6.466666666666666
T.V. Carpio,117.0,0.5409705111111112,7.4
William Condos,0.0,0.0,4.0
Fran Drescher,859.0,1.676294275,6.85
Steve James,96.0,11.428571428571429,4.7
Veronica Cartwright,422.0,0.5907788638888889,5.566666666666667
Tim McInnerny,141.0,0.5177727359098229,7.1000000000000005
Gunnar Hansen,383.0,247.32528890114767,6.6000000000000005
Ward G. Smith,393.0,0.0,5.5
Natasha Gregson Wagner,104.0,1.042679,5.55
Sven-Ole Thorsen,158.0,0.77181,4.4
Romane Bohringer,34.0,4.8383135625,7.199999999999999
Mariel Hemingway,288.0,0.000721,4.1
Diganth,0.0,0.0,7.1
Kirpatrick Thomas,17.0,8.1256,4.1
Tac Fitzgerald,20.0,0.03936,5.6
Eddie Redmayne,13000.0,1.1131512988376115,6.757142857142857
Emily Gorell,0.0,0.0,8.7
Ian Tracey,144.0,0.006620125,5.3
Channing Tatum,17000.0,2.540891611560006,6.281818181818181
Paul Mazursky,150.0,0.16184615384615383,5.9
Si Won Choi,21.0,0.0011140461538461537,6.1
Del Zamora,752.0,0.037291394444444445,5.65
Kari Wuhrer,514.0,1.1288703705882353,4.7
Jessica Paré,489.0,0.42770403333333334,7.0
Norman Lloyd,472.0,0.0,7.6
Caroll Spinney,142.0,0.6843798823529412,5.8
Saad Siddiqui,223.0,0.00101575,5.2
Michael O'Neill,599.0,1.6116210706173562,6.849999999999999
Walter Masterson,36.0,1.6311842857142858,7.2
Ann Dowd,185.0,0.02411,6.5
