actor_name,no_of_fb_likes,total_profit,total_imdb_score 
James Fox,146.0,0.0,7.3
Ralph Ineson,159.0,2.4277012698412697,6.966666666666666
Mimi Kirkland,325.0,2.548104642857143,6.7
Wale Ojo,28.0,0.8932956666666667,7.3
Kelly Preston,742.3636363636364,1.9453853430913737,6.045454545454544
Christian Campbell,168.0,0.0346623,6.15
Hanaa Bouchaib,9.0,0.0,7.5
Daniel Rindress-Kay,7.0,1.8959988285714287,6.9
Simón Andreu,35.0,0.0,5.5
Sakina Jaffrey,109.0,0.0,7.2
Colin Andrews,0.0,0.0,7.0
Lisa Wilcox,321.0,2.771044875,5.1
Rollo Weeks,239.0,0.0,5.7
Chris Eigeman,88.0,13.058702222222223,7.5
Kirsten Day,196.0,1.1150338857142856,5.9
Loanne Bishop,46.0,0.0,6.8
Stephanie Sigman,161.0,0.8166292857142857,6.8
Dan Fogler,562.0,0.7523454040897267,6.416666666666667
Patricia Raven,114.0,0.0,3.2
Dee Bradley Baker,668.0,0.38251114316239315,7.0
Jimmy Smits,941.0,0.4822327690414508,6.15
Miguel Ferrer,688.0,0.6921864158786198,6.266666666666667
David Douglas,19.0,0.0,3.3
Tesshô Genda,4.0,0.0003992381818181818,8.1
Joe Cocker,262.0,22.166666666666668,8.1
Greg Speirs,9.0,0.267556,8.4
Leo Fitzpatrick,202.0,4.944806666666667,7.0
Kamel Krifa,51.0,2.0068478,5.5
Nick Principe,86.0,0.0,4.0
Glenn Plummer,240.0,0.0007864705882352941,5.800000000000001
T.J. Thyne,722.0,1.3990454977497095,6.875
Jon Hunter,0.0,0.0,6.8
James Lew,215.0,2.5855724166666665,7.6
Sana Saeed,82.0,0.0,4.7
Samuel Roukin,179.0,0.5223594117647059,7.0
Marsha Thomason,691.0,0.5036260918518519,4.733333333333333
Lois Maxwell,177.0,7.379230804367202,7.25
Leo McKern,83.0,0.0,6.35
Bill Baird,0.0,0.0,8.3
Linden Ashby,306.0,0.0,4.3
Laura Flanders,0.0,0.042398,6.8
Michel Robin,23.0,0.7370794736842106,7.8
Dermot Crowley,51.0,1.37203084,7.5
Johnny Nguyen,380.0,0.059527595,7.1
Rachel Blakely,64.0,0.0,6.2
Darren Shahlavi,294.0,0.128316375,3.6999999999999997
Sylvia Syms,48.0,5.75897418367347,7.3
Gretchen Palmer,73.0,5.801475,7.6
June Carter Cash,77.0,4.146697,7.2
Royal Dano,232.0,1.7077303333333334,6.633333333333333
Brad Leland,67.0,1.2769230769230768,7.2
Molly Parker,611.0,0.5653022666666667,6.0
Richard Brake,163.0,0.55335894,6.2
Jon Mack,924.0,0.0,5.7
Jenna Elfman,739.0,0.26188525,5.7
Kathryn Joosten,495.0,1.3749230875,6.1
Andrés Montiel,61.0,0.0169379,6.2
Adriano Giannini,102.0,0.4381386666666667,6.7
Dick Powell,105.0,5.239179954441913,7.7
Victor Rasuk,302.0,2.59248,7.2
Jonathan Winters,924.0,1.8913327582067931,5.74
Costas Mandylor,723.0,2.850263752918069,6.077777777777778
Daniel von Bargen,577.0,3.10891107473715,6.3
Dave Allen,135.0,3.0990555833333335,3.3
Jake Ryan,128.0,0.10333466666666667,5.5
Olympia Dukakis,345.0,6.647239733846154,7.3
Anthony Hopkins,12000.0,0.9452466725139584,6.856666666666668
Jim Gaffigan,472.0,0.4862938937169312,6.25
Jerry Mathers,282.0,0.0,7.2
Hardy Krüger,111.0,0.0,8.1
Christopher Guest,378.0,0.18390726666666668,6.2
Alex Macqueen,106.0,0.0,7.3
Paul Gross,329.0,0.28265113333333336,6.65
Angela Bettis,294.0,0.73435445,5.1
Pat Boone,91.0,41.9148,7.5
Jill Hennessy,419.0,0.0003712619047619048,5.85
Aimee Garcia,618.0,0.22277071210884353,4.779999999999999
Richard Spore,0.0,0.812536,7.0
Jean-Marc Barr,236.0,0.005225704225352112,7.4
Shinobu Terajima,16.0,0.00414,6.1
Scott Grimes,738.0,0.42176617678571426,6.7
Audrey Fleurot,204.0,3.342156588235294,7.7
David Frederick White,6.0,0.11798,4.7
Sam Claflin,11000.0,1.275339182033248,6.625
John Hodgman,57.0,1.2546676333333333,7.7
Andrea Vergara,9.0,0.0,6.8
Tom Stedham,152.0,0.0,2.2
Amanda Tilson,58.0,0.0,7.5
Jerry Stiller,719.0,0.6179077600517242,4.720000000000001
Matthew Settle,477.0,1.4625563037037037,5.3
Lauren London,503.0,1.931674,4.5
Stefan Kapicic,361.0,6.2590390172413795,8.1
Maïwenn,236.0,0.8285086363636364,7.05
Olga Fonda,544.0,0.7769391727272728,7.1
Ian Somerhalder,16000.0,1.1696467277777778,6.3
Maggie Wheeler,282.0,0.0,4.8
Tom Bower,107.0,0.0237332,6.699999999999999
Jason Ritter,782.0,1.0203342472958414,5.885714285714286
Natasha Bedingfield,58.0,1.075925,7.5
Robyn Lively,439.0,0.8138794285714286,6.3
Kevin Corrigan,778.0,1.2507157261904762,6.6428571428571415
Talisa Soto,349.0,0.8283788157738096,4.633333333333333
Christian Anderson,17.0,8.1256,4.1
Anna Katharina Schwabroh,7.0,0.0,6.2
Claudette Colbert,380.0,0.0,7.6499999999999995
Ashanti,341.0,0.0,2.8
Misty Upham,229.0,2.508841,7.2
Sean Hayes,760.0,0.8088901049495812,5.733333333333333
Benjamin Fletcher,0.0,0.46412525,2.7
Jérôme Deschamps,0.0,0.0,2.9
Joseph Campanella,32.0,8.1256,4.1
Robert Lopez,73.0,0.8895724,7.3
Sung-jun Yoo,7.0,0.0011140461538461537,6.1
Spela Colja,0.0,0.0,6.4
David Ogden Stiers,443.0,0.763689180965909,7.1
Matthias Habich,8.0,0.8819264285714286,7.7
Jane Goodall,21.0,0.0041761428571428574,7.2
Caroline Goodall,212.0,4.366689954545454,8.9
Tara Fitzgerald,151.0,0.06219246666666667,7.0
Kelly Rowan,282.0,0.60612536,6.3
Chris Bruno,186.0,0.0,7.5
Tony Bonner,492.0,0.0,7.3
Ella Wahlestedt,587.0,2.9936079230769232,5.8
Max Records,279.0,0.77222184,6.8
Stephen Macht,113.0,0.0,3.4
Noah Ringer,756.0,0.8770982066666667,4.2
Michael Wincott,720.2727272727273,1.0077925604444997,6.927272727272728
Kenneth Tobey,57.0,23.80952380952381,6.7
Tammin Sursok,836.0,1.549643,5.3
Lalaine,502.0,0.0,3.2
Nick Gomez,347.0,0.5560425909090909,5.6
Adrienne Pickering,72.0,0.0,5.8
Martin Lucey,6.0,0.0,7.5
Patrick Fugit,835.0,1.0306478275273223,7.05
Lisa Edelstein,955.0,1.8606205246031748,6.1000000000000005
Hal Linden,221.0,0.018518787878787878,5.6
Mel Rodriguez,237.0,1.9855909791666666,6.8
Donnie Dunagan,12.0,0.0,7.4
Isiah Whitlock Jr.,190.0,0.0,7.3
Jill Flint,294.0,10.7126892,7.6
Angus Barnett,22.0,0.03207145454545455,6.8
Emily Baldoni,261.0,0.0,6.3
Jesse Borrego,674.0,0.522560075,7.2
Jean-Louis Trintignant,319.0,0.012661629213483147,8.0
Don Pardo,410.0,0.9245486875,7.6
Angelo Anthony Pizza,619.0,1.4255532,7.3
Peter Graves,628.0,23.82857142857143,7.8
John McMartin,101.0,0.0,7.4
Mike White,487.0,3.262026357142857,6.85
Julian Glover,844.0,1.594189812238095,6.32
Tracie Thoms,502.0,2.2156105,7.4
Ben Daniels,585.0,0.4671875,5.2
Edwin Neal,371.0,369.4272853517215,7.5
Vincent Schiavelli,811.0,1.5776703365151517,6.6
Mitsuo Iwata,6.0,0.0003992381818181818,8.1
Joanne Whalley,507.0,0.23002925,5.466666666666666
Kim Shaw,934.3333333333334,0.6964125333333332,5.766666666666667
Sandrine Kiberlain,71.0,0.002064,7.050000000000001
David Mann,378.0,0.0,3.5
Justin Rice,3.0,0.0,6.65
Jean-Pierre Darroussin,36.0,0.15888545454545455,7.2
Adam Carolla,102.0,0.5207505882352941,7.3
Jon Polito,309.0,0.6083180888888889,6.333333333333333
Paige Turco,533.0,1.8852280949019609,5.466666666666666
Ryan Corr,468.0,0.4792338088888889,6.949999999999999
William Shimell,47.0,0.006620125,5.3
Karin Konoval,81.0,0.25663275,2.3
Griffin Kane,175.0,1.2606457166666667,6.6
Greg D'Agostino,23.0,0.274661,7.7
Shelby Vischer,8.0,1.8265250714285715,6.6
Jorge Diaz,183.0,6.635557377049181,5.7
Jeffrey DeMunn,745.0,1.1090235767864087,7.266666666666667
Molly Hagan,133.0,1.8599445,7.3
Zero Mostel,164.0,0.0,7.0
Philip Friedman,588.0,35.99409133333333,6.8
Purva Bedi,250.0,3.61134,6.7
Bob Newhart,643.0,0.9978708,5.9
Harley Jane Kozak,62.0,5.801475,7.6
Otto Jespersen,29.0,0.01269608040201005,7.0
Erin Boyes,46.0,0.12558316666666666,6.3
Joel David Moore,936.0,2.3739952957685353,6.057142857142858
Karl Yune,210.0,0.6707159176470588,7.3
Craig Bierko,380.0,0.740744623076923,6.85
Charles Napier,503.0,2.8378601669117645,5.76
Suzie Plakson,178.0,2.225350192307692,6.5
Anthony Chau-Sang Wong,96.0,0.2703275707317073,6.25
Kurt Loder,162.0,1.7614209333333333,4.0
Seychelle Gabriel,1000.0,0.8770982066666667,4.2
Gabriel Beristain,70.0,0.02630714285714286,6.6
Dwayne Johnson,12000.0,1.4892526589344668,6.230434782608696
Peter Vaughan,310.0,0.9980420869565217,7.550000000000001
Ed Stoppard,95.0,0.9291234857142857,8.5
Michael McLafferty,152.0,0.0,6.0
Eric Stonestreet,904.0,4.077491814285715,6.25
Yûsuke Iseya,18.0,0.12293568,6.6
John Garfield,167.0,0.0,7.4
Tobey Maguire,0.0,0.018022257142857143,6.8
Bonnie Henna,15.0,0.3065689285714286,6.7
Bill Maher,334.0,2.76253985,7.25
Dillon Casey,281.0,4.167134333333333,6.8
Sebastian Koch,380.0,1.9514796117275388,7.866666666666667
Ilene Graff,442.0,0.0,6.7
Brett Cullen,350.0,1.462836243627451,6.333333333333333
James Karen,168.0,2.939658206060606,7.7
Salvatore Santone,382.0,0.0,5.1
Steve Bannos,460.0,5.202361384615385,6.8
Patrick Cronin,51.0,8.725,6.2
Tom Dreesen,21.0,0.6650122115384616,7.4
Lia Tucker,21.0,0.0,7.1
David Lewis,164.0,0.0,5.2
Sendhil Ramamurthy,1000.0,0.0,6.550000000000001
H.M. Wynant,31.0,0.0,5.4
Alain Delon,936.0,0.0,5.1
Ana Vatamanu,0.0,0.0,6.5
Guang Li,10.0,0.025693725,7.1
Lauren Cohan,4000.0,1.6334709493333335,7.0
Todd Bridges,321.0,0.0,8.0
Fiona Shaw,687.0,1.3502128871636903,6.425
Chris Mulkey,535.0,4.617025066666667,6.850000000000001
Artyom Bogucharskiy,2.0,0.0,7.9
Christopher Simpson,41.0,0.0,6.7
Rain,72.0,0.952626925,6.4
Vincent Duvall,87.0,0.0,6.8
Markéta Irglová,96.0,52.43296111111111,7.9
Anthony Reynolds,575.0,2.6153798397435897,6.699999999999999
Nick Cassavetes,415.0,1.2962962962962963,5.9
Janet Jackson,592.0,1.9312292967032967,5.1
Carlos Ponce,591.0,0.6610894938311688,5.1499999999999995
Claude Akins,196.0,0.0,5.5
Teri Garr,481.0,8.906256524287935,7.616666666666666
J.D. Evermore,430.0,0.34042866397058824,5.75
David Jason Perez,1000.0,12.8923628,6.7
Penelope Ann Miller,344.0,2.182895142307692,5.85
Gordon Currie,39.0,0.0,6.1
Michael Gaston,135.0,0.8685106492063492,7.25
Jaycee Chan,187.0,0.007079833333333333,6.0
Sean Lennon,61.0,0.10559738461538462,7.7
Scoot McNairy,660.0,1.3987193821004358,6.471428571428571
Noah Emmerich,617.0,0.7480646371961917,6.9
Adriana Barraza,85.0,1.35851,7.9
Reece Thompson,354.0,0.4953715882352941,5.5
Susan Hogan,25.0,2.4852257142857144,6.7
Emilia Fox,396.0,0.9291234857142857,8.5
Reece Ritchie,236.0,0.2448457325,6.3
Johnny Walter,507.0,0.0,5.0
Louis Herthum,157.0,0.156582,6.6
Mickey Hart,8.0,0.267556,8.4
Callum Rennie,716.0,0.8973168352252362,6.354545454545455
Richard Epcar,782.0,0.358950825,5.9
Dameon Clarke,170.0,0.156582,6.6
Raquel Welch,788.0,2.654262166666667,4.25
Nora von Waldstätten,30.0,0.0,7.7
Oliver Reed,694.75,0.8755118106796116,7.925
Hayley Lovitt,954.0,1.1009499705882353,7.1
Ron Lester,255.0,3.3053491875,6.4
Amber Armstrong,21.0,7194.4855333333335,6.3
LisaGay Hamilton,178.0,0.0,6.6
Shakti Kapoor,72.0,0.0,2.8
Lindsay Wagner,970.0,0.0,6.4
Lara Jill Miller,93.0,1.9257502,5.9
John Gavin,285.0,39.65564033325609,8.5
B.J. Novak,825.0,1.3448489454761905,6.433333333333333
Joel Courtney,1000.0,1.26975169,6.85
Olesya Rulin,578.0,0.0,5.0
Ebon Moss-Bachrach,211.0,3.2000789041666664,6.5
David Warbeck,22.0,0.3159675,6.9
Gia Mantegna,413.0,0.0,6.0
Nicole Ari Parker,360.0,4.8345853,7.2
Amanda Mealing,37.0,0.0,7.6
Michael Rispoli,385.0,0.9506515630008001,6.160000000000001
Hugh Griffith,69.0,0.0,6.8
Heather Bucha,4.0,0.00046866666666666666,5.4
Ser'Darius Blain,100.0,2.008530866666667,6.7
Taran Killam,500.0,1.6075914416666666,6.6499999999999995
William Xifaras,815.0,3.711124465116279,6.6
Alexandra Maria Lara,471.0,0.26660814619883044,7.580000000000001
Shane Black,1000.0,3.9823698666666667,7.8
Martha MacIsaac,616.0,2.1814423333333335,6.6
Reef Ireland,52.0,0.0,5.2
Samaire Armstrong,806.0,1.0609985820105818,4.533333333333332
Grace Phipps,596.0,0.6099549666666667,6.4
María Alche,3.0,0.21723142857142858,6.7
Larry Fessenden,83.0,0.15322116666666666,6.9
Victoria Lachelle,18.0,0.0,6.8
Dianne Wiest,967.0,2.6890146429223942,6.7
Peter Serafinowicz,605.0,3.366097,8.0
Dylan Authors,20.0,0.211702,7.0
Barbara Carrera,133.0,1.5416666666666667,6.2
Michael Paré,492.0,0.020666666666666667,4.1000000000000005
Johnny Whitworth,448.0,1.025998175,5.35
Jonathon Trent,61.0,0.010018,6.1
Lois Chiles,202.0,1.0722725610294117,5.0
Lorna Raver,163.0,0.5921805925925926,5.7
Patrick Fabian,308.0,22.772252777777776,5.6
Zach McGowan,423.0,0.7991832857142858,6.3
Rachael Harris,569.0,2.0747040974747475,6.16
Richard Brooker,72.0,9.05,5.7
Ella Joyce,124.0,0.0,7.2
Patricia Velasquez,591.0,2.0613024489795917,6.3
Phill Lewis,229.0,0.47293714285714283,5.4
Diego Velazquez,86.0,0.0,6.4
Della Reese,388.0,2.711820294852941,6.05
Wagner Moura,585.0,0.0023601666666666667,7.133333333333333
Joe Don Baker,387.0,1.7129153527314522,6.539999999999999
Jodi Benson,570.0,1.1621228,5.2
James Doohan,513.0,1.645792,7.0
Eddie Kaye Thomas,484.0,0.8977546190476191,4.55
Kip Pardue,374.0,1.0799416666666668,6.1000000000000005
Jessica Collins,303.0,0.40779934,6.7
Nicholas Hamilton,147.0,0.0,5.2
Pelé,102.0,0.144431,7.3
Cara Seymour,71.0,0.009655166666666666,7.0
Bree Williamson,165.0,0.0,8.7
Eric Godon,39.0,0.517142,8.0
Julie Christie,597.0,3.549016447811448,7.866666666666667
Kelly Clarkson,281.0,0.4101805,2.1
Alan Brent,498.0,0.0,5.4
Paul Williams,356.0,0.000609,5.6
Derek Jeter,107.0,1.19219978,6.7
Cecilia Pillado,625.0,0.0,5.0
Bonnie Lee Bouman,11.0,0.00101575,5.2
Eric Mabius,637.0,1.2127585714285714,6.966666666666666
Judy Marte,68.0,1.29624,7.050000000000001
Lawrence Gilliard Jr.,353.0,3.379903555555556,5.6
Thomas Bo Larsen,74.0,0.16078105263157894,8.3
Mari Koda,152.0,2.522006391304348,6.2
James Hetfield,364.0,0.0,7.2
Armin Mueller-Stahl,294.0,1.939960692242424,6.92
Jason Burkey,245.0,0.0,6.8
Sebastian Blomberg,10.0,0.0006815476190476191,6.1
Laurent Poitrenaux,3.0,0.0,6.3
Dario Nozic Serini,0.0,0.0,6.4
Kate McKinnon,370.0,0.8201365208333333,5.5
Katherine Boecher,188.0,3.0990555833333335,3.3
William Smith,919.0,1.2678464666666667,6.8
Daniel Giménez Cacho,43.0,6.8111665,7.7
Michel Muller,17.0,0.005328431372549019,6.6
Jennifer Rubin,150.0,9.954044444444444,6.6
Will Smith,10000.0,1.5578266377621006,6.7299999999999995
Cherry Jones,242.0,1.6059121884920633,6.7
Melonie Diaz,270.0,7.012482553703705,7.033333333333334
George Lopez,453.0,1.4075267619047618,6.2
Kelly Keaton,117.0,2.1841522777777778,7.0
Roger Willie,836.0,0.7632949164759725,6.85
Kerry Cahill,146.0,0.0,7.0
Danny Sapani,102.0,0.0003607,6.1
Brían F. O'Byrne,450.0,0.344471380595238,6.466666666666666
Kurt Angle,217.0,0.05948,5.1
Zen McGrath,63.0,0.006620125,5.3
Elisa Donovan,201.0,4.719297666666667,6.8
Lenore Zann,23.0,0.0,4.3
Francesca Rettondini,78.0,0.8594090285714285,5.5
Alicia Goranson,173.0,5.7669725,7.6
Barry Lynch,5.0,0.0,7.3
Burl Ives,253.0,0.0,8.1
Gloria Stuart,794.0,3.29336151,7.7
Sean Young,759.0,3.491184523809524,7.55
Matty Rich,10.0,6.027317777777778,5.9
Richard Farnsworth,262.0,0.5321155222222222,6.5
Salma Hayek,4000.0,1.266086426335512,6.194736842105264
Ji-tae Yu,78.0,0.7270966666666666,8.4
Roddy McDowall,595.0,0.3093363329583802,6.55
Ashley Palmer,109.0,7194.4855333333335,6.3
Joan Fontaine,991.0,0.0,8.2
Rian Bishop,140.0,0.5207505882352941,7.3
Najarra Townsend,538.0,1.942567,7.4
Sarah Butler,635.0,0.0462005,6.3
Iben Hjejle,122.33333333333333,0.03924910144927536,6.033333333333334
Ingrid Thulin,132.0,0.0,8.2
Alexa Havins,209.0,0.0498025,6.4
Mekia Cox,208.0,1.1974070666666667,7.3
A.J. Buckley,275.0,0.19690484000000003,6.039999999999999
Madhavan,199.0,0.0,8.4
Lindsay Felton,76.0,0.0,3.2
Kathy Griffin,225.0,1.444678709090909,6.4
Robert Blake,220.0,0.259737,6.8
Clea DuVall,1000.0,2.616676191013239,6.236363636363635
Lateef Crowder,261.0,0.0019313333333333333,5.8
Lexa Doig,489.0,1.146430090909091,4.4
Alfie Allen,1000.0,0.8486956333333333,6.9
Robert Townsend,467.0,26.143085,6.25
Scatman Crothers,888.0,12.727272727272727,8.55
Josh Hopkins,491.0,0.5085656666666667,5.7
Pierre Prieur,0.0,0.0,4.3
Sebastian Schipper,20.0,0.0,6.8
Purab Kohli,12.0,0.0,8.5
Jason Stuart,990.0,0.0,5.4
Riteish Deshmukh,119.0,0.0,6.3
Donny Alamsyah,60.0,3.73193,7.6
Ornella Muti,385.0,0.9814324705882352,6.3
Evan McGuire,4.0,0.10559738461538462,7.7
Kimberly Williams-Paisley,529.0,0.3348638,6.55
Natalie Welch,3.0,0.0,3.4
Raymond Burr,311.0,0.0,7.2
Esther Williams,675.0,0.0,6.75
Nate Parker,664.0,1.2670602831179494,6.542857142857143
Mary Kate Wiles,84.0,0.0,8.3
Kevin Williamson,221.0,4.222265583333333,6.1
Kris Marshall,548.0,0.6115394082491582,7.233333333333334
Harry Styles,773.0,2.8873374,4.1
Barbara Bach,238.0,3.342857142857143,7.1
Ali Hillis,597.0,4.72486355,3.7
Stephen Walters,184.0,0.27667947,7.35
Kayden Kross,232.0,0.0,5.3
Michael Cerveris,238.0,0.028413846153846154,6.5
Joey Slotnick,423.0,0.5157756179337233,6.3999999999999995
Hoyt Axton,48.0,0.0,7.4
Megan Franich,63.0,1.236531125,6.6
Ron Moody,275.0,1.68,7.5
Jim Parsons,17000.0,1.134760638888889,6.7
Roger Jackson,157.0,4.54760215,6.35
Rob Brown,370.0,1.203921465116279,7.3
Brenda Song,1000.0,1.7144141,5.1
Iko Uwais,1000.0,3.73193,7.6
Randall Park,392.0,1.3577416112824674,6.025
Zach Gilford,971.0,1.8164342899470902,6.400000000000001
Bruce Kerr,6.0,0.0,4.1
Belén Rueda,273.0,1.1571329852941177,7.8
Melissa Bardin Galsky,6.0,0.0,8.2
Héctor Jiménez,327.0,1.1804256493055556,5.6000000000000005
Ye Liu,52.0,0.07794669444444444,7.35
Gabriela Castillo,134.0,0.0,3.2
Rupert Grint,10000.0,0.9617028567307693,7.237499999999999
Vin Diesel,14000.0,1.6454354557315298,6.773684210526315
Lambert Wilson,186.0,0.33164970833333335,7.066666666666666
Mike Epps,706.0,2.184496280070537,5.750000000000001
Matthew Perry,2000.0,1.4225069748850574,6.0
J.J. Cohen,459.0,11.084724315789474,8.5
Rob McElhenney,813.0,0.5650584095860567,7.7
Jorja Fox,379.0,2.836764888888889,8.5
Olivia Munn,2000.0,0.9541810583333333,5.625
Vanity,841.0,3.0969285714285713,6.050000000000001
Ted de Corsia,18.0,0.003446521739130435,7.7
Keenen Ivory Wayans,322.0,26.36976181111111,6.15
Lou Perryman,28.0,1.707632340425532,5.5
Clifton Powell,469.0,1.1667159999999999,5.5
Óscar Jaenada,619.0,1.4400616519607843,6.033333333333334
Isabelle Nanty,54.0,0.2225952012987013,7.7
Noureen DeWulf,700.2,0.21417852571428572,5.26
Marion Ross,418.0,0.7391952571428572,4.5
Tony Alva,22.0,0.0,7.7
Angeliki Papoulia,47.0,0.0,7.3
Angela Featherstone,102.0,0.3087713,5.45
Tim Thomerson,162.0,0.0,6.2
Ingrid Bolsø Berdal,466.75,5.169942745,5.775
John Karyus,907.0,0.046,6.2
Virginia Capers,22.0,0.0,7.2
Dash Mihok,463.0,0.4148831206044559,6.233333333333333
Andy On,60.0,0.0,6.2
Lauren C. Mayhew,157.0,0.0,2.8
Charla Cochran,270.0,0.0,7.0
Fred Tatasciore,118.0,1.5024338470588234,7.1
Willie Garson,512.0,2.407618630947277,6.82
Bern Cohen,805.0,2.5602104,6.1
Matisyahu,178.0,1.075925,7.5
Jason Spevack,125.0,1.7440937333333333,6.7
Eric Winter,954.0,2.7569106096491227,6.55
Roger Guenveur Smith,266.0,1.8202093571428573,5.7
Matheus Nachtergaele,14.0,1.9294579310344828,8.0
Shun Oguri,173.0,0.0,6.5
Michael Kelly,963.0,1.288425519530398,6.87
Siobhan Marshall,42.0,0.0,6.3
Hayley Kiyoko,542.0,5.2200504,6.1
Hunter Tylo,140.0,0.0,3.5
Mark Gatiss,567.0,1.2622445017094017,7.099999999999999
Melanie Kinnaman,27.0,9.681818181818182,4.7
Stuart Wilson,94.0,2.214828343101343,6.866666666666667
Christopher Lee,16000.0,1.3287158242817039,6.700000000000001
Morgan Freeman,11000.0,1.9784621246333636,6.93404255319149
Om Puri,163.0,0.9741141834130782,6.666666666666667
Aksel Hennie,286.0,0.03949676567656766,7.6
Eugene Roche,23.0,0.09226666666666666,7.3
Jon Osbeck,6.0,0.0,3.5
Jason Dohring,828.0,0.0,8.4
Christopher Masterson,1000.0,1.4344388837622004,5.949999999999999
Alissa Dean,807.0,0.6204469375,6.4
Charles Aidman,23.0,0.0,4.1
Max Riemelt,287.0,0.0,7.6
Dorian Missick,1000.0,0.8957157563192466,6.666666666666667
John Patrick Amedori,733.0,0.0,6.4
Justin Theroux,1000.0,0.925263430952381,5.933333333333334
Michael Parks,387.0,1.4071291666666665,6.7
Katherine McNamara,19000.0,0.0,5.9
Jennifer Saunders,309.0,2.0822372700000003,7.45
Ivana Baquero,634.0,2.7868994814814814,8.2
Madeleine Albright,15.0,1.075925,7.5
Simon Yam,155.0,0.0007059,7.1
Brandon Mychal Smith,218.0,0.0,6.1
Gerard Butler,18000.0,0.8809340494421681,6.54
Jim Parrack,697.0,1.2270024466386555,6.699999999999999
Luke Edwards,258.0,0.0,8.7
Julia Ormond,918.2857142857143,1.1728614012693854,6.885714285714286
Julie Adams,132.0,0.0,7.2
LeVar Burton,1000.0,1.2268046423481116,6.9
Jacob Hopkins,77.0,0.4856104333333333,5.7
Taylor Lautner,12000.0,2.82633385980211,5.055555555555555
Lucille La Verne,31.0,92.4627425,7.7
Tessa Thompson,431.0,3.1906809333333332,5.0
Jaime King,960.5,1.3220462755558255,5.433333333333333
Aisha Hinds,343.0,0.6036956571428571,7.4
Tetsu Watanabe,6.0,0.004105546218487395,7.5
Logan Browning,628.0,0.11685368421052632,7.1
Marc John Jefferies,441.0,1.0202715351851852,5.666666666666667
Ian Whyte,473.0,0.6263919138888889,3.7
Bruce Payne,179.0,0.2915137222222222,4.65
Barry Watson,526.0,1.5840265333333332,4.75
Victoria Thaine,35.0,0.0,6.7
Kylie Bunbury,370.0,0.0,5.7
Miranda Cosgrove,2000.0,2.7023406115901167,6.924999999999999
Clotilde Mollet,3.0,0.9473382,7.7
Nicholas Gonzalez,601.0,0.24436270333333335,5.849999999999999
Patrick Wilson,0.0,1.0610126315789474,7.1
Anil Kumar,51.0,3.61134,6.7
Nikola Djuricko,164.0,0.02317730769230769,4.3
George Chakiris,271.0,7.275,7.6
Frankie Valli,197.0,0.8419873333333333,5.7
Jay Chandrasekhar,422.0,5.695601602506265,6.333333333333333
William Abadie,38.0,1.265022676923077,5.6
Anthony Zerbe,275.0,0.36111473958333334,6.8999999999999995
Richard Dawson,384.0,1.4119298148148147,6.6
Mackenzie Gray,253.0,0.0,6.65
Jim Henson,985.0,0.0,7.7
Kelly Rutherford,287.0,2.2284519,5.5
Alex Borstein,566.0,2.3989970588235296,5.779999999999999
Aasheekaa Bathija,0.0,0.0,7.4
Dylan Moran,427.0,1.643416363095238,7.1000000000000005
Doona Bae,629.0,0.0001802146453276575,7.0
Jason Evers,16.0,0.0,4.1
Cheyenne Haynes,650.0,0.0,6.3
Miriam Colon,111.0,2.6539926,7.6
Shirley Jones,556.0,0.0,7.45
Lars Ulrich,151.0,0.0,7.2
Mira Sorvino,978.0,0.3761784057575758,5.9399999999999995
Corbin Bleu,632.0,1.5267228299663298,5.083333333333333
David Julian Hirsh,147.0,0.0,7.1
Petchtai Wongkamlao,45.0,0.00034018333333333335,6.2
Kristoffer Polaha,361.0,0.166042,4.4
Paul Brannigan,50.0,0.0,6.3
Janet Leigh,606.0,20.602910083314022,7.275
Bronagh Gallagher,114.5,0.059574468085106386,6.05
Takeshi Kusao,5.0,0.0003992381818181818,8.1
Gedde Watanabe,448.0,1.5865623284848482,6.133333333333333
Angus Macfadyen,448.0,3.255638907142857,5.25
Michael Spears,839.0,8.373129454545454,8.0
Alex Désert,135.0,22.52961,7.4
Bolaji Badejo,513.0,7.172727272727273,8.5
Kira McLean,359.0,0.0,4.7
Jeffrey Frost,6.0,0.0,7.5
Linda Cardellini,2000.0,1.7665880951530613,5.985714285714286
Jon Gries,482.0,13.15665105601872,6.2333333333333325
Jeff Garlin,522.0,1.7561574277777776,6.4799999999999995
Jami Gertz,847.3333333333334,0.8756825543478262,6.3
Kamil McFadden,315.0,0.7131082206896552,7.3
Philippe Leroy,12.0,0.0,7.4
Marcel Iures,258.0,0.66069657,5.5
Burghart Klaußner,43.0,0.5159289375,7.75
Rita Davies,18.0,0.46429510526315787,7.9
Vincent Regan,447.0,1.155730155,5.8500000000000005
Sidney James,69.0,0.0,6.8
Taron Egerton,732.0,0.6863318260869565,7.5
David DeLuise,275.0,0.0,5.9
Allen Covert,328.0,1.2055467453846154,6.0
Blake Lindsley,31.0,22.52961,7.4
Julie Dawn Cole,124.0,0.0,7.8
Samantha Ivers,103.0,0.2623735,7.1
Rosemarie DeWitt,536.4,0.34216280601604276,6.540000000000001
Fares Fares,254.0,0.01206135,6.550000000000001
Lark Voorhies,324.0,0.0,5.3
Aldis Hodge,559.0,3.4311476785714285,7.75
Chloe Hollings,0.0,0.8148046,6.9
Dean Dawson,81.0,0.0025088748019017433,6.8
